home0,home1,home2,home3,home4,home5,home6,away0,away1,away2,away3,away4,away5,away6,homeScore0,homeScore1,homeScore2,homeScore3,homeScore4,homeScore5,homeScore6,awayScore0,awayScore1,awayScore2,awayScore3,awayScore4,awayScore5,awayScore6
F6th Raptors,Belfast Met Esports,Legion.eXe,Centurion.eXe,RL Crimson Krakens,Franklin Raiders,Ares.eXe,Exeulted.eXe,Hexed.eXe,VeritasSTCats,Coventry...,Phoenix.eXe,Eagles.eXe,East Norfolk...,0,0,3,3,0,1,13,0,1,0,1,3,3,4
